Rating,Date,Review
4.0 , 1 June 2016,"Hello All,I'm submitting this review for all who is looking for a new good mobile in terms of performance and look &amp; feel and having rich features.Yes, i'm talking about Moto G4 Plus. Last week i was sailing in the same boat where i got totally confused which mobile should i buy based on the different customer feedback on diff. websites. After all analysis, i landed up my search on Moto G4 and got the device in hand on 31-May-16.Submitting this review based on experience so far till then. It's really a nice device because:1. It's very light weight and easy to handle although it's 5.5 inch.2. Fingerprint scanner works awesome3. Internet works comparatively fast (compare to previous device)4. Both Cameras' picture qualities are really good5. I hardly feel device heating issue while charging and talking, it's very low (May be because of processor, i'm not technical expert )6. Special features like: shake device twice to turn on torch, in similar fashion camera alsoCons, these can be ignored:1. Turbo Charger don't have led light2. Earphone quality can be improvedPlease ignore negative feedback about this mobile or spend more bucks to get the same configuration from other brands."
5.0 , 29 May 2016,"Bought this phone on 26th May 6:00 PM IST and opted for one day delivery. Product got delivered to me at around 3:30 next day so kudos to delivery guys, I will be very precise and review this product as per the doubts and confusion i had while purchasing this product.First thing - Looks and ImpressionThis phone looks absolutely adorable . Its sleek and light in weight . Black is the color you should go for as it gives you a piece of glass feeling when lying idle on the table top .Believe me black is better as one of my friend bought white and we have compared both and black looks more premium . But ultimately is your own choice and liking mattersFinger printWorks magic 9 out of 10  times few misses here and there that's all.CameraSelling point of this phone is its Camera . Best in class , superb quality and unmatchable bouquet effectBattery and Power ChargingPhone charges in about 2 hours and 26 minutes to be exact from Zero to 100 % . Which is not that fast but when yo compare it with likes of MI and One Plus its better. Battery is 3000 mAh which is sufficient for your one day(not nights) extensive use . By extensive use i mean playing 30 - 40 mins of heavy games , 30 -40 mins of streaming songs / videos online , usual calls and continuous use of 4g .Battery back up could have been better but nevertheless you get power to charge your phone real quick and believe me15 mins of charge is enough to keep your phone awake for another six hours if you cut down data , wifi and gamings and use your phone just to make calls.HeatingYes phone gets warm but cools down quickly as well. If you use ur phone while charging yet it gets heated then. Also i have noticed phone getting warm while playing games and using camera for long period of time and its just warm not hot.DisplayIts another USP of this phone . As soon as you power on this device for the first time you will get goose bumps.Display is bright and crisp. viewing angles are great. Nothing more to improve in this department. I don't feel this device overpriced. Rather i would say its value for your money. If you want to buy this just go for it and you wouldn't regret."
3.0 , 29 May 2016,"Not definitely a deal breaker but decent phone and a Moto brand trust.PROS-Great camera for still picturesDisplay improved than previous Moto gFlawless gaming smooth performanceBetter and wider front cameraFinger print scanner working very fast and efficientlyGreat focusing thanks to laser auto focusNo lagginess smooth performanceTurbo charger supplied in the box(1%/min)CONS-Heating issues. 1- using camera for 15mins heats- 2/5 2- gaming for 30mins- 3/5 3- watching movies- 2/5 4- navigation/maps- 3/5Yellowish tinted displayNo compass sensor(for frequent and accurate use of navigation)Flash panel is raised above camera hubFinger print scanner isn't a capacitive buttons (should have been more functional)Average speakerSnapdragon 617 bit a heater (650 would have been better)Average battery- for heavy users, say gaming, navigation, 4g users battery can be a disappointment. But of average and normal usage battery can last for one full day.Back panel not that handy- average grip, no curved backAverage audio output- not recommended for music lovers( Moto failed to get this phone a good sound engine)No IR sensor- all the rivals has IR sensors in this range.Bigger bezels- for a phone of this size the bezels should have been narrowed special at the top. For a average user I would recommend this phone. Does the job, light weight, nice camera(better than zukZ1 and note3), elegant design, Moto brand trust, smooth gaming, average battery. Not recommended for those looking for extreme battery backup with heavy gaming, movies, navigation and those looking for good audio output through headphone jack."
5.0 , 28 May 2016,"Cons:1. 5.5" will take some time to get used to.2. No LED notification. Deal with it.3. Overheats 'a bit' while gaming for extended times. (A bit part has to be underlined)4. Charger isn't modular. USB cable has to be bought separately.5. No compass sensor. Slight delay during sharp turns using Maps.6. Hard plastic, not metal as nearest competitors provide.7. 3000 mAh battery seems less.Pros:1. Beautiful design language. Very slim. Pretty to look at.2. Screen quality is too good. 1080p comes in handy. Also, gone are the yellowish tints of earlier Moto screens.3. SD 617Chipset + Adreno 405 GPU + 3 GB RAM + Near Stock Android equates to snippy performance. No lags whatsoever.4. Gaming is smooth as any. Day to day operations breeze through.5. Camera is top notch. I extensively use my phone's camera, so take my word for it. IT IS PRETTY GOOD. It is actually the highlight of the device.6. Fingerprint sensor is very accurate and comparable even to iPhones 6S's fingerprint sensor.7. Battery gets you through the day. Better than my Xiaomi Mi4i's performance.8. 32 GB is more than enough capacity. I've put another 64 GB Sandisk UHS XC Card. You can expand it up to 128 GB though.9. Audio output through the headphone jack is not stellar, but can't complain. It is GOOD!10. Overall, a pretty good and sturdy package."
5.0 , 27 May 2016,"Excellent delivery timeline by Amazon. Delivered Within 60 hours of placing the order The Moto G4 displays excellent research and development put in by the Motorola and Lenovo teams. Right from the moment it is unboxed, this phone doesnt fail to capture your attention. Excellent finish and design. The 16MP Laser Autofocus shooter is brilliant in an outdoor and a lit environment. Sharp, bright and high definition images is the outcome. 3GB Ram alongwith the 617 Snapdragon delivers a smooth and lag-free performance. What I love the most about this phone is the Stock OS. Android, the way it is made. If you master the use and functions of the OS, you're no doubt in possession of a true smart phone. The detailed customization of every feature of your phone is possible due to this. Loved the Turbo Charging feature given with this one. 9% to 80% within 45 minutes. Headphones supplied alongwith are very mediocore especially if you are used to in-ear phones. An extremely efficient and powerful phone for the price paid. The fingerprint sensor is fast, responsive  and accurate. The speciality of the G4 is the combination of great tech and build alongwith pure Android. People who are comparing this one with other phones, please remember that other companies dont offer Stock Android and you have to deal with loads of bloatware and pre installed crap.The 3000 mAh battery gives me an average of 20-22 hours with heavy/moderate usage."
5.0 , 25 May 2016,"I ordered the 32gb variant at midnight, the moment it released and have been using it for quite a while now. All I can say is that this is the best phone at this price! It comes with marshmallow 6.0.1 out of the box and the company has promised upgrades to android N and O. Every feature has its own advantages and disadvantages. Few I've explained below...1) There is hardly any bloat ware. Google apps are inbuilt, but barring those you can hardly find any more apps. This is good as you gain more internal memory and can add apps as you desire. But people not familiar with applications might find this a bit disappointing.2) The camera seems to be the most talked feature about this phone. 16mp laser focus works pretty good in the day time but not as expected in low light conditions.3) 3000mah battery that comes with this phone is pretty good. But due to the large display, a fair amount of usage will discharge a fully charged phone by evening.4) The turbo charging feature seems good but is not that impressive. It takes around 2 hours for a complete charge and does heat up the phone even though it is faster as compared to normal chargers.5) Talking about ram, I have no complaints. Out of the 3gb, ram usage hardly reaches 2gb even during gaming. Thus there's no lag whatsoever.6) Talking about the fingerprint sensor, the unlocking is very fast as promised by Motorola (or should I say Lenovo now). I have seen many people complaining about mistaking it for a home button. But trust me, it has not once disappointed me. And even if you do, you'll soon get used to it.7) And lastly I will talk about the hearing problem. Well, I don't think this is an issue. Even with WiFi on the whole day, my phone doesn't hear up. Only on heavy downloads or during charging, you might find the phone warming up a little but it doesn't become too hot.In this price range, I feel this is the best phone you can get. The screen colors look vibrant and. the body looks good too. If you ask me, I would definitely say go for it! And if you are a heavy user, I would certainly recommend the 32gb variant."
4.0 , 13 June 2016,"I have been using this phone since May 22nd n I have liked the phone.Its has a lacklusture processor but the phone makes it up with the awesome camera and decent looks.I had ghost touch issue while charging the phone but it seems the fault with the turbo charger. ( No, I did not opt for replacement)There are heating issues but it is not a deal breaker as I personally use my cell for social networking, browsing and taking snaps n have not found any instances where the phone gets severely heated.The finger print scanner works like a charm !!!Heavy gamers would not like the phone as the processor is just not good enough.The battery backup is decent n lasts for the complete day with normal to slightly heavy usage.The turbo chargers comes in handy n the battery juices up in 90 mins.So the bottom line is at 15k you r getting a decent deal. If are smart enough to not compare the phone with other flagships, I think you will love the phone."
4.0 , 11 June 2016,"The motorola phones are way different from all Chinese brands . You will get instant updates of Android and software.  Now coming to phoneSimply if you got rid of reading long reviews , I'll recommend you to buy this phone in one click without having second option in your brain .it's totally worth it.Detailed review :-1) The UI and screen quality is damn awesome gives you a full premium looks in hand .2) camera this time nailed every phone in this segment.  Somewhat pixelate images in indoor but that too with every phone and in comparison with other its far better. Professional mode is stupendous I must say.3) Battery backup is also quite decent and of course turbo charging a saviour to a phone.4) Finger print sensor is really accurate and precise just takes a second to unlock .5) plenty of storage and moreover expansion is possible6) overall performance is nice go for it and I'm not facing extensive heating problem , a luck for me ."
5.0 , 30 May 2016,"Genuine product with turbo charger... Loved it..."
5.0 , 31 May 2016,"Purchased on 26.After a lot of search I choose this phone.Camera is superb.immediately got an system update. battery back up of 12 hrs with moderate usage on 4g.No any such heating issue.. when you first time install all apps and charge simultaneously may expect little overheating otherwise no any issues.1.5 GB RAM always available. system takes 6 GB. so u get 25 GB finally. finger print sensor works with 100 % efficiency .overall thumbs up...u ll never regret ur decision!!!☺"
5.0 , 14 June 2016,"This is a mind blasting feature phone,after 5 days of usage iam writing this review.Camera is awsome totally awsome inside and outside both rear camera and front cameras are excellent.Proccesing is really good does not lack the phone even playinga games like modern combat 5Speaker quality is also goodBattery works full 24 hours while net is on all over and i used it to  max usage even that battery seems decent and goodBattery charges to 60% in just 20 to 30 mintsAll around it does heat while charging and does cool down when battery reaches 60%Finger print sensor works greaatAll around i think it is a good phone i bought 3 gb ram and 32 gb version of moto g4 plus and it is running smoothly and in this range this phone is best, if you are a camera lover you should buy the phone all over no problems in the phone as people mentioning in their reviews , as per my view this mobile has every thing and is thebest phone now in this range."
5.0 , 9 June 2016,"I had bought my new moto g4. The first impression from the phone is its slim bodyand about its performance- I had played NOVA 3 Asphalt8 Godfire and Gangstar vegas which runned very smoothlyafter half an hour of gameplay the phone gets slightly heated which is somewhat badlokking for Cam it is very goodIam rating it 8/10 for Ur budget"
4.0 , 1 June 2016,"1.nice phone2.great display3.marshmallow os4.light weight5.fingerprint reader is nice6.battery backup is ok7.nice camera8. get little bit warm after watching videos and playing game9. calling quality is good10.volume and power buttons hard to press  overall nice phone..worth buying...go for it"
5.0 , 30 May 2016,"Completely satisfied with the product (Have been using for one week till date).  Everything is as promised.  Was worried a little regarding the heating issue mentioned by many buyers.  However, I felt that the device is not heating all the time (only while charging and heavy net usage) and the temperature is not troublesome as such."
4.0 , 5 June 2016,"I'm a fan of Moto display and with G4, the display quality is really good even in bright sunlight also. I was using oneplus 2 but stopped using it now because of G4 ease of use and turbo charging feature. Though NFC is missing but never used it so far on the other sets I had. Unless you have NFC compatible gadgets at home, NFC is of no use and especially in India as of now. Performance is really smooth, no issues so far. Looks are clean and does look premium at the price. With turbo charging feature I'm not worried about battery, however battery lasts your working day easily with normal usage. Fingerprint is blazing fast because of almost vanilla Android. Only feature I miss compared to one plus is the home button integration with fingerprint and double tap to switch off display. Camera is good and not great because OIS is missing. Else steady images are really good quality even in artificial light. Speaker is loud enough and cellular call quality is also good."
4.0 , 7 June 2016,"to day I  received my phone,1st look is  really awesome  features is very good camera quality is grate,I am really satisfied......"
5.0 , 15 June 2016,"If this is your first smartphone you will never leave it. Things may change if it's not your firstFirst thing first I am not going to describe it's specifications as you already know it. Earphone is not good so if you love music you have to change it but overall call quality and speaker is excellent camera is best in class many compare it to iphone 6 and it's true but heats up after using more than 30 min but in reality who uses more than 30 min. People are complaining for heating issues there are some heating issues on only hardcore big games but it cools really fast..overall heating issue is a con but it's OK as not everything can be awesome..pure Android stock and instant upgrade makes it best plus moto brand reliability. What else can you ask for in 150000.Screen is good with HD quality and colours look great. Several amazing features which I can't describe here are also there. It's a quite good mobile but simply can't keep the market in moto's hand"
3.0 , 15 June 2016,"Not worth for Rs.15000, better than this lenovo Zuk z1 is very good. i have bought this phone for my friend and i am using zuk z1"
5.0 , 16 June 2016,"I will rate MOTO G PLUS the best as its price worthy for the options provided and indeed an stock android!Phone is great with splendid crystal clear display, turbo charging option, totally feather light, touchscreen is very fast &amp; sensitive, finger print screen lock option is amazing! The phone is at par for the price offered with above features.I didn't encounter heating issues when phone was put to heavy use. Initial stages found the phone slightly heating during system updates and for some app functions but after 2 weeks usage &amp; system updated this got rectified.Drawback is that phone gets over heated during turbo charging. Turbo charge facilitates charging of battery to 100% in an hour which is pretty fast and might be the cause for over heating. I presume in next software updates this might get rectified.  Also another pain point is that charger is not equipped with detachable USB cable.Overall very good gadget!!!"
5.0 , 29 May 2016,"Apart from all the common features like the  snapdragon processor,the RAM, the internal memory,the feature to merge your flash memory as internal memory; the best thing about Moto is it gives you Android updates as on when it's released, by promising Android N, at a price rate that's around 14k, it just deserves a 5 star.The laser focused camera and the fingerprint button are the best thing in this. Though the fingerprint button doesn't act as a home button, it still will start to grow on you as it helps in popping up the bar when you're on any screen."
5.0 , 2 June 2016,"This mobile was hitting issue plz rpl yes / no"
5.0 , 25 May 2016,"just amazing.  dont think twicw awesome mobile"
5.0 , 25 May 2016,"If u looking for best gaming and multimedia experience go for Xiomi Note 3 .. If u looking for best camera and stock Android with the new updates of N and O..all come first on Moto g4..And want to customize Ur Ui then go for Z1..But after sale mi will be worst ..I Bought moto. It has some class.and camera is even better than iPhone 6s or Nexus 6p..This is short review u might help full.."
4.0 , 10 June 2016,"Just loving it. Got it delivered yesterday. Very good delivery by Amazon.in.Very impressive piece of smartphone.Pros:+Awesome camera. Laser auto focus'. Very clear pictures.+Turbo power charging is very good.+Also battery backup is good.+Very nice design and build up. Looks very awesome.+Display too is very good.+Very fast fingerprint scanner. Beats iPhone.+Very nice and sturdy look.+Picture quality is also nice Cons:-Does not displays battery percentage. You have to install third party app for this.-Phone does not have built in gallery except Google Photos. Also for this one has to install third party app.-Does not have silent mode. All you have to do is DoNotDisturb.-It has only one loudspeaker which is not like earlier Moto smartphones.Overall very nice smartphone with premium look as well as working. Worth buying smartphone."
3.0 , 7 June 2016,"i received the package on 4th june  and the package was not proper .Phone is working fine till now but i am facing problem related to camera . whenever i click a picture from front camera , the image gets blur and even the back camera is not upto the mark  . My motog2 camera was much better . Even while browsing images or surfing on google the images appear blur and even the text !!Should I  plan for replacement ??"
5.0 , 13 June 2016,"i love it,nice battery backup,faster turbo charging,good gaming experience.playing N.O.V.A without lags.It's worth the price"
5.0 , 14 June 2016,"Awesome delivery speed... By AmazonPRO's-About the Product just worth the money 💵*Design is good,*Fingerprint recognition is fast enough , *Multitasking is super smooth with 3Gb ram-I have 145 apps still doesn't hangs,With  Snapdragon™ 617 octa-core processor with 550 MHz Adreno 405 GPU Gaming is without lag even with large games like Asphalt 8 Airborne,*It has Gyroscope For VR Fans,*Camera clarity is good especially low light photography, Front Camera is also good,*Optical Stablization works well,*Stock Android experience with Marshmallow,Improved Battery Life compared  to previous Generations.*Limited Inbuilt Undeletable Apps which means more internal memory and less junk.CONS-*Turbo charging won't quick as expected but can be sidelined looking at other features.*Fingerprint Sensor doesn't has a home button feature.ALL IN ONE BOMB...!!!"
1.0 , 28 May 2016,"The packaging was very poor, no bubble wrap, the phone even had a small dent on the corner as the box was smashed at the corner. But still I wanted to keep the phone but then it started to heat up like crazy while charging, like really really hot. You can make an omelette on that. Don't know what to do. It's been 4 days only. I want a replacement.PS: I saw another man using this phone and asked if he was facing the same problem. I found out that the glass of the phone is not supposed to be curved like my phone. Was this because of the poor packaging? So far, it has been a "wonderful" experience. Amazon, if you are seeing this, make it right."
4.0 , 1 June 2016,"Superb phone with everything good battery life,good camera,good shapeIf u r thinking to buy it now u will not regret."
4.0 , 14 June 2016,"when compared zuk z1 it is also goodram1.7gb,25gb freesensor botton work only scanning purpose,but zuk z1multipurpose.quick charge.fornt cam with flash(the screen is lighting) not flash light.cam also good qty.price is highany both products are lenovo undertaking so that your choose product"
5.0 , 30 May 2016,"Moto is always awwwwwsome. Good phone to buy"
5.0 , 24 May 2016,"Phone is good , Ordered it on 18th , got it in 3 days, Amazing phone here . Just love it, phones build quality is very good , fast charging is excellent, better than I expected it to be , I bought the black one,  phone feels good in hand,,,,,Camera is best for its rangeFingerprint scanner is very fastMarshmallow out of the boxBattery is okay...Not much heating issue , but a little bit while charging.Display is good ,Doesn't come with unwanted appsPhone is fastOverall I have to say this is a good phone , if u want a decent phone around this price range go for it .. 👍"
3.0 , 13 June 2016,"1st I received the phone, it had camera issue I returned it back. I received another one. In that calling itself is very difficult I have to redial 5 to 6 times to connect no matter which network I am calling. My friends telling that my mobile is not reachable many times though I am having 4g sim. Camera clarity is not as it was told."
5.0 , 2 June 2016,"Best phone.  Nice Camera .but Heating when charging &amp; playing games .Mobile ie.Moto g4 plus ,look nice &amp; attractive. Not slim but looking accurate &amp; perfect phone.Battery life is very long time with turbo charger, Fast charger.Fast unlocking  technic by fingerprint sensor is very good .I give 5 stars to Moto g4 plus.There is no Gallery app...but why?This thing is different in Moto ."
4.0 , 30 May 2016,"Awesome phone.  Good display, camera.  No lag noticed yet.  Just one issue - while charging, using apps become difficult."
4.0 , 15 June 2016,"Good Product...Value For Money...camera quality is just awesome....Here is the pic attached clicked by me...Five star for Camera....Battery and Gaming performance: Battery is above average with maximum On screen time of 5 hrs 20 min. While, Gaming is also very gud.But charging mode handset was hang slow and not working ,"
3.0 , 13 June 2016,"I got delivery on 19th May and when took phone into my hands I felt it was very lite and after using since then it's been pretty good but one of the things I found difficult with this phone was setting custom ringtone of our choice from our phone/sd card otherwise over all performance is still under observation, will mention soon..."
4.0 , 26 May 2016,"I am an ardent fan of Moto series of mobile phones and this didn't disappoint me either.Build quality is somewhat compromised compared to the previous versions and so does the looks. (one star minus  :P)But specs are really crazy. Camera will stand out for sure. Osum it is. You are getting a Turbo charger too.. 5.5 inch giant screen, 3gb RAM, 32gb internal...  What else do you want?? Go for it."
3.0 , 1 June 2016,"Overall it's good. i noticed screen fluctuation  hen i try do some operations while charging phone. this happens rarely."
5.0 , 9 June 2016,"My phone arrived just few hours back. Nice service by Amazon.The phone has a perfect camera, display and touch. The finger print recognition works perfectly.Nothing to worry about heating problem as I can see a lot of people cribbing about it. It's very general.Go for this phone. It's the best by Motorola so far."
1.0 , 7 June 2016,"Software problems and not show notification"
4.0 , 12 June 2016,"Good phone for the price. Very good camera with full manual mode. I just have a little problem with the placement of the fingerprint scanner. It's a little non-uniform and oddly-placed, breaks an otherwise good and symmetrical design. Motorola should've used capacitive keys on both sides of the scanner and made it a home button."
4.0 , 30 May 2016,"Pros:Great cameraGood crisp displayAbove average battery lifeLoad speaker is enough loud\Superb finger print scannerStock androidSuper fastCons:Heating after 10 minute of gamingHeating after camera use or long-time use of phoneNo compass, but not an issue for me."
4.0 , 28 May 2016,"Awesome... Just awesome its one light weight power packed crystal clear display and superior camera piece of technology with long lasting battery adds cherry on the top...  Totally in love with it, few minor concerns which mayb overlooked...  Like adaptive brightness too sensitive,  miss design and pebble like feel from motog"
2.0 , 23 May 2016,"The phone which i received a defective one which has heating problem.It heats excessive during internet browsing and charging."
3.0 , 9 June 2016,"Using this phone from last one month and below is my review.Pros:1. Good design, slim and nice display.2. Finger sensor is good.3. Little bit good camera in this range.4. Speed is goodCons:1. Heating issue while charging &amp; Camera is on.2. Battery performance is not good."
5.0 , 5 June 2016,"Awesome phone but overheating is a problem"
5.0 , 8 June 2016,"I bought this device on 19th may .. got delivered by 21st may .. The phone was absolutely working fine until yesterday evening ... Suddenly the phone is not detecting my aircel sim card. Both the sim slots are not working...updated :  My issue was with the sim card which was cropped from mini sim card..Please do not use cropped sim cards ...buy a micro sim card instead ...No issues from the mobile"
4.0 , 28 May 2016,"hi all,after 6days usage i am writing this review......i like the phone and also i sugesset to all but there are some cons in it....1.  no nfc.2.  no compass sensor.3. average battery life.4.  no infrared sensor.5.  no developer options.all others all superb✌✌✌✌😊"
3.0 , 31 May 2016,"i have bought the phone yesterday(30 th may) and coming to the DELIVERY it was too late (i have booked on 24th may) by Amiable Electronics Private Limited and coming to the technical issues...I Have found  VIBRATIONS THROUGHOUT THE PHONE BACK SIDE ...WHEN HOLDING IN HANDS (WHEN PLAYING VIDEOS,MUSIC) and it is fine when connected to ear phones, observed heating issues when charging and expect these issues everything is  good..especially camera clarity is fine."
5.0 , 1 June 2016,"love the screen, not like that eye burning displays of Samsung. battery is also decent, didn't like the camera much. finger print scanner is awesome and works well. compared to iPhone's touch ID this u can use to unlock the phone without making the screen on by pressing power or home button ( in iPhone to unlock phone u need to turn on the screen by pressing home or power button and then u hv to keep ur finger to unlock the phone). the physical button at the bottom is only a finger print reader, home button is usual on screen button only.love the shake to turn on/off flash light and double press power button or twist shake to turn on camera (when phone is locked). feels light. two nano SIM adapter also there inside the phone SIM tray. game performance is also good. compared to my S4 this one heats up very less.charges very fast. see pic taken at night 1st one is S4 and 2nd Moto G 4"
5.0 , 28 May 2016,"I got yesterday this phone ,really awesome and works well.thanks to Amazon for fast delivery and without any damage"
3.0 , 14 June 2016,"The experience on this phone is good, but the heating definitely ruins it for me. My usage mostly is reading web articles or watching videos. If I'm in AC environment, the phone works  fine, I get almost 5:30 hrs of SOT. But if you go out it starts to heat up from the back, battery drains faster, even if you use it for  browsing, and I'm talking phone getting more than warm in my case which is very unusual, this also reduces SOT which sometimes gets me only 2:30 hrsAlso, playing games will not give any good experience, the phone suffers extreme heat(I've experienced this in Angry Birds2), 15min of gaming, n i was unable to hold my phone.The good thing is its ram management turbo charger which works as mentioned( but I still think 15 min won't give u 6hrs, marketing gimmick) and camera which is superb in every way possibleAlso the stock experience is really nice"
5.0 , 13 June 2016,"Best product in this price segment.Pros:1. Fast : You will really feel while operating. Application will switch without lagging.2. Camera quality is very good : You will get nice pic even in low light. You will love the background blur feature.3. Stock android :  running a pure, clutter-free version of Android with no unnecessary software4. Mobile looks good and feel lightweight in hand.5. Battery backup is average but fast changing option is there. Approx. 1hr and 15-20 min it take to full charge.6. Smooth touch, good screen brightness, Good display7. Sound quality is ok.Cons:1. Heating issue : Heat while charging, playing heavy games(up to 45) and using camera for long time. But it will never heat while normal uses even it will not heat while using net and calling for long time.2. No magnetic compass"
5.0 , 30 May 2016,"Very nice phone. Awesome camera. Love it"
5.0 , 1 June 2016,"Moto g 4 Plus is amazing features. This is my first android phone overall feature , design , camera are good but slightly battery backup is not enough as per 3000 mah but due to some other tubro chargeble system i like it , it should me charged within 1 &amp; half hour to 0 to 100 %.Goood phone in 15000 range."
5.0 , 27 May 2016,"I bought this phone on 18 may and got it on 25.  Bit disappointed in Amazon's shipping butFor 15k this thing is amazing. The battery life is okay the display is good and the speakers.okay too the colors of the phone are very vibrant but still not as good as other phones. What can we expect from a 15k phone.I really advise you to buy this budget phone"
5.0 , 3 June 2016,"A Damn Good Phone For the price of 15k( 32 GB ) . Silky Smooth Performance , Shockingly Good Camera , Great Fingerprint Scanner , Screen's a tad close to real life quality , Call Quality's clear , The plastic at the back doesn't feel miserable , rather , very good . Quite easily appeals to the mind and heart ."
4.0 , 9 June 2016,"got my moto g4 plus today on 9th june, and after using for 6 hours, this is my initial impression of this phonemy handset is not heating, i mean, the way reviews about heating of this device i have seen, my device is cool, even when charging and installing apps at the same time, and playing low graphic games, did not face any issuePros: very fast and accurate fingerprint sensor, crisp full HD 5.5 inch display, front facing speaker is good (not so loud, but good), very nice and fast camera, stock android (hoping for android N soon), black color looks decent (doesn't look cheap at all, if not expensive)Cons: no USB cable (i have from my oneplus x, so had no problem with it), cheap earphone in the box (again, i have ear pods from iphone 6, no issues), i wish it was water resistant, battery only 3000mah (phone is big, so i guess it could fit 3600mah)thats it for the initial impressions, you should not think twice, just buy it, its pure android experienceREVIEW after 2 days of use:charging the phone and playing mortal combat 5 at the same time, i don't find my g4 heating at all, i don't know why.. i am happy.am using zooper widget pro and nova launcher prime, all working well, no lag, no heating as of now, airtel 4G on this phone is superb, battery is also fine, not very good, but acceptable for the kind of usage, i love the finger print reader, its super fast, and people are complaining about finger print sensor positioning, i guess, it is the only place where it should be.its the best device in this range, i have used oneplus x, which is also a nice phone, but i was missing finger print sensor..go for it, looking forward to moto z now!"
5.0 , 9 June 2016,"I have heard a lot about 'problems' in the device. But let's be honest, I personally have no exceptionally high expectation from a device costing 14.5 K from a reputed brand (Sorry, I do not consider Mi, Coolpad or LeTV as reputed brands).The phone is quite snappy - thanks to the near stock Android - came with May Security Patch pre installed, so cudos to Lenovo for that!Camera is pretty good, much better than my OGP (E988). Professional mode is a very welcome addition, but I don't how much I / anyone will use it. As you can see - in the auto mode dusk photos are not as awesome... too much smoothening is happeningSound quality through headphone is pretty loud and clear. Through speaker phone, well....FM Radio has recording facility as well as using a handsfree is not mandatory.The phone battery backup is quite Good (but keep in mind I am only using it for the last 4 or 5 days). I am using single SIM (AirTel 4G) with either 4G/ 3G or Wifi on (Depending on what is available) and lasts easily for a day."
5.0 , 2 June 2016,"Before I mention anything about the phone,let me address the infamous HEATING ISSUE :-The phone heats up a bit in case you play games all day, use camera all the time, construct a rocket or contact aliens. But it doesn't reach up to such a temperature that you can cook or boil tea or something like that, nope.Just warms up a bit.Now, about the phone/performance :-- The camera is EXCELLENT. It's amazing. The pictures and videos come out bright and detailed.- The fingerprint scanner is really good. Quick response. Really quick.- It does not lag... at all. Almost. Really, I never experienced any kind of lagging, freezing, or anything like that while switching between apps, games (or even playing heavy games like Gangstar Vegas).- The screen is warm, smooth and cozy like mummy's home-made food.- Turbo-charging is love, Turbo-charging is life. Phone charges faster than an Indian kid deciding to take up Engineering.- Stock Android experience is lovely.Now, about the Design:To actually explain the design of this phone in one word, it is WEIRD.But I like weird, because this review too falls in that category.Anyway,- The fingerprint scanner is NOT the home-button. Someone spread this via social-media so people can understand.- The headphone jack is not really smooth, but in a way keeps the earphones/headphones strongly attached.- The best part I liked about the overall build of this phone is the fact that even though it has a big screen, the phone fits in my hand like a charm, ready to be loved.Piece of advice for heavy-users -----&gt; if you are bothered by the 'heat', get a rubber/matte-finish back cover."
5.0 , 1 June 2016,"Read alot of reviews here.like some of u who mus hv been in a soup of whethr to buy this fone or not, i ws too. But stl i hv gt already 2 moto fones at my plc wid moto e(2nd gen), and moto g3. I dared to buy g4plus black 32gb.Blazing fast delivery by amazon in 2 n haf days...Got dis fone yest.Before startin wid the pros n  cons,  typically, il tel u what a fone requires to work the best, it doesnt require the top specs, but "balanced specs" to work buttery.N dis g4 plus is balanced yet superior n classy.Now i wana clear a myth here***The fone heats up like hell : thats wat i read in some reviews ( i feel dts some defect in the piece itself and its not a universality wid dis model). Please get it replaced from amazon.yest i installed 25 apps. And the fone ws working fo almst 4-5 hrs constantly.NO HEATING ( mild one) wich ne machine wil if u use it dt way.1) fingerrpint sensor: awesomeness is dis. Fastt. Its fastttt2) cam : u cant get it betr in ne odr device3) if u understand electronix : ul always go fo stock android experienc, no bloatware.. i swear. I cnt choose nethin els4)3 gb ram, 32 gb internal, octacore processor, 3000mah battery, full hd display, 16 mp cam wid professional settings, laser autofocus. DATS WAT I CALL A "BALANCED PHONE". Throw nething at it and it will tel u, ur havin the best in ur hands.5) turbo power charger : 0-100 in 1 hr. In a hurry ?? A 15 mins of charge wil gv u around 60% battery.6) cam quality is superb. No wonder its compared to iphone 6s7) want more memory odr dan internal ??Expandable 128 gb external slot. Whoa8) front cam decent enuf fo selfies.wont let u downM not over rating it. Moto marked its class apart wid g4 plus. Il suggest, go wid 3gb ram model as ders hardly ne price differenc.****M not comparing it wid any odr fone ..the reason being the main thng, moto g4 plus gvs u a stock android experience, also promises u a sooner or later android N updates and wil be open to open android software updates. Dats wat always counts.Thanx"
5.0 , 1 June 2016,"Buy IT if you are thinking to buy that oneplus or xioame!! Well the experience part-As it was 'rumoured' , phone did NOT get heated up while charging or even after 3-4hrs continuos usage. Front camera awesome...back camera is more like a DSLR, with all the professional features. Battery life is a class!! The smoothness is class!! And fingerprint sensor!! Oh My God!!You can unlock your phone from almost any angle by just placing your finger on the sensor. It scans in not even a second. Colors are vividly displayed on its 5.5 inch screen which also holds the speaker.Looks a little like Samsung Note3 but a whole new level of technology when operated. With such a high RAM, it feels like my data connection has crossed 49kbps;) I bought the 32gb model but feel that 16gb would be sufficient for the general purposes.looks great in black colour... Even if you remove the back panel, the view is a visual treat!!P.S.- Though in the15k range, moto g4+ is a deadly  competition for all those 'flag ship killers' coming from the upper segment."
