Rating,Date,Review
5.0 , 7 January 2016,"Pros:Great phone.Flawless .works smooth and touch is also very fluid.IOS 9.2 comes out of the box that makes the Phone come alive.The camera is awesome compared to the competitors, don't get fooled by the lower pixels even the front cam takes sharp vibrant images.The product was manufactured and imported in December 2015.Factory unlocked .Registered it after opening the box have one year of apple warranty.Accessories are good , I guess I got the 10w charger which was supplied with iPad.Cons:Just an issue which most of Indian user may experience.During charging if u place the phone upside down and rub the aluminum back you will feel a gentle vibration.I don't think that's an big issue as i think its due to the improper grounding and so.Will update after using it a month.Great switch from android to ios.. Loving it."
5.0 , 27 January 2016,"I was looking for another phone to replace by ageing blackberry bold. I already have a samsung note 4 so wanted to try Apple. As this model was within budget I bought this. Overall experience is very smooth. Iphone has its advantages of sleek build and good os in a compact body. So no issues there. However, if I compare with my Note 4 then I feel Samsung Note is much better value. The Note 4 is as quick and lag free as iphone plus has advantages of the s-pen and brilliant screen. Here you can add an sd card to expand memory which you cannot do with iphone. So overall i will recommend Note 4 over this even if Note 4 is slightly more expensive. Also, there is rumor that Apple may be releasing a new 4 inch iphone soon that is why prices are being slashed on iphone 5s to clear stock so you may want to wait for that. Buy this if compact size is important to you. Otherwise, Note 4 is a better phone all over."
1.0 , 13 January 2016,"It heats up very mych in light usage,camera is worse its not even 5mp,Battery drains heavily,and iOS is not good"
5.0 , 20 May 2014,"Beautifully designed, smooth OS and imaginatively simple navigation. Love the security and consistency of the finger-print scanner. Wish the battery life was longer though."
5.0 , 4 September 2014,"I5s is the best phone in the market, this I agree now. Only when you buy an apple device then only you realise why it's so much better than android or the stylish Windows phone. It's simply brilliant. Easy to use, superbly customised and a lavish look. This space grey model is more attractive.Plus, amazon does a great job.Full deserving 5stars for a wonderful product! 😊😊😊😊😊"
5.0 , 28 January 2015,"Awesome product from Apple ever. I had purchased this product from Amazon to add upto my apple environment at home. At first I was little worried whether to purchase it from e-retail store or from some offline store as most of the e-comm websites including Amazon did not mention anything about 4G support which is the main reason I am upgrading from Samsung S4. Since I found a great deal from Amazon I booked it on the night of January 25th. Then I had sent my query to Cloudtail, who is the selling this product in Amazon. Amazing thing is I got an instant reply from the Cloudtail about its 4G compatibility. I got the product delivered to me on January 26th Morning even though I did not opt for express service. The product is 100% genuine apple iPhone. It is imported version and it is compatible to Airtel 4G LTE services. As Airtel uses 2300Mz range for 4G services or Band-40. Most of the imported phones especially imported from US are not supported in India 4G services.Thanks for Amazon for providing me best deal and amazing experience."
1.0 , 29 January 2016,"I received a faulty piece. I replaced my phone in apptronix service centre, and it took about 7 days for replacement."
5.0 , 4 June 2015,""
5.0 , 1 March 2016,"Product mfg date is Feb 2016 !!!! Got iOS 9.2.1 preinstalled. Excellent performance. It would be better if packaging done with vibration drainers. Other than that everything is fine.As a first time iOS user, there's lot to explore."
5.0 , 7 February 2015,"I will not post a review about the phone since the whole lot of customers and the experts  have already done that. Instead I will stick with the basics, item was received in perfect condition. No issues so far. I have been using it for more than 6 months now. Seller is genuine, shipping was fast and yes I have warranty ."
4.0 , 15 November 2015,"I ordered this phone from amazon on 09 Nov 2015 and it was delivered on 12 Nov 2015. Phone is in absolutely in New condition. Phone runs fine and there is not such a major issue with it. But two things I noticed about this phone1. First was that left speaker in the bottom of phone produces extremely low sound or I may say that It's not working at all.2. Second one is when I play NFS on iPhone for 5-10 minutes it's back start heating (not very high but noticeable). Although the issue of speaker doesn't bother me as rarely I use speakers and the sound is coming perfect in the earphone. The other speaker is already working for producing good sound (But the second one should also have been working).Overall a good experience with phone with features and price but a bit disappointed with the non working speaker and heating slighting while playing game."
3.0 , 1 February 2016,"Well product and delivery was good but the main concern is the heating of the phone, whenever im using 3g, watsp call or surfing. It is getting very hot, it happens in most of the phones but i was not expecting it from i phone, buy it dont use it for internet use. Now im planning to buy a tab for internet use. 😐😁👎🏻"
2.0 , 23 December 2015,"Received my iPhone 5s on Dec 21st. The upper part of the screen has the yellowish tint and also getting heated up on charging.Shown to the Apple service center. I did not expect such issues at all on the 1st day of 5s ownership. Will have to return the product if Apple service center does not replace the handset."
2.0 , 17 December 2015,"Its been 28 hours I brought this iPhone 5s. Its get extremely hot while using browser and while charging as well."
5.0 , 1 December 2015,"Superb phone with a very good price. No need to tell explicitly about the features of IPhone. Was very afraid about the 'genuinity' before buying this product but Amazon really kept its promise. I am new to IPhone but love it very much because of its compactness and its robustness. Just love it.one thing to mention it came with upgraded IOS version 9 by default."
1.0 , 26 September 2015,"Worst worst worst, poor poor poor, disappointing, bull s***...Defective phone was sold to me, poorest service by Amazon."
4.0 , 18 November 2015,"Mine came in a sealed box, charger seemed a little bulkier than usual but the phone itself seems to be of good quality. Checked the serial numbers online in the apple website, seems legit. Good performance, excellent camera and the look of the phone is simply stunning. Got it at a discounted price, simply loved the colours and the finish. Liked it much more than iPhone 6, overall a very satisfactory buy. Thank you Amazon."
5.0 , 29 February 2016,"Got a brand new phone - manufactured Feb 2016, delivered in 2016. MRP is Rs 25000, so looks like Apple has dropped the prices of 5s yet again, but still got a great price @ 21k. Go for it if you are confused with too many android options. Screen now looks small after usign phones of screen size &gt; 4.7 inch.."
4.0 , 23 April 2016,"I have been using this phone since 1 month and now I'm gonna update my views about this product. However the product delivery was fine (One day late) and got original iPhone from Apple. I selected this product over iPhone 6 because personally I don't like the design of iPhone 6 or 6S and this iPhone have great design. I got the fresh iPhone 5S Silver but I guess my phone has an issue. My iPhone got heated when I go outside in this summer and during the charge of phone it get overheated.  So that's only the issue that I'm facing other wise it is superb phone. Below I'm gonna mention some Pros and Cons for your knowledge.PROS:1] Doesn't hang2] Looks Stylish3] You will get frequent upgrades of iOS (I updated it to iOS 9.3.1 from iOS 9.2.1) compare to Android.4] Camera Quality is Superb (Front and Rear)5] You can make Slow Motion Video (I loved it)6] Sound quality can beat any Android phone7] Fingerprint Scanner works smoothly8] Health Monitor tracks your activities9] Earphone design looks awesome and it's quality tooCONS:1] Heating Issue (My iPhone get heated during charging and when I go outside in this summer. I don't know if you get can get a piece with no heating issue. Because I have seen it is a one of common problem in iPhone)2] Shots in flash may not seem good3] Limited and Paid Application"
5.0 , 28 March 2016,"It justifies its tag line "If you don't have an iPhone. You don't have an iPhone.". I always wanted to have an iPhone but the pricing was so high, that I could never afford one. Finally Apple has decided the reduce the prices of its previous versions of iPhone. I have used Nexus 4 in the past which is a very premium looking phone with glass back panel. But once you hold an iPhone in your hand, you actually feel the difference. Someone correctly pointed out that an iPhone is not just a phone its an extension of you. This phone is just too awesome. The internals might not be top notch but one thing is for sure, as far as performance is concerned it will give any other phone at this price range a run for the money. The best part of this phone is the quality of its camera. I am regular DSLR user and I never click pictures with my phone, ever. But the camera of this compact beast made me rethink. Even the 1.2 MP front camera produces crisp selfies. The UI of the phone is very simple to use. The finger print reader itself is better than any other phone's. The Retina Display is gorgeous. Produces accurate colors at any angle. So if you ever wanted to own an iPhone of your own, just go for it. You will not regret the decision."
1.0 , 17 March 2015,"Don't buy from this seller. Purchased iPhone 5s. Few days back while charging, it's cord had short circuit. I took the phone to authorised Apple centre, to my horror I was told, the cord and the adopter was duplicate not original."
1.0 , 20 June 2014,"The device becomes v hot..Doubt the authenticity.... ..... ..... ....... ......... ...... ....... ...... .. ....... ....... ."
5.0 , 4 May 2014,"Great product, amazing buying experience with amazon. Amazon rocks!!!! Far better than Flipkart or any other online portal, keep it up."
5.0 , 6 November 2015,"For apple product, need not to write, why its 5Star. Its too good. Only thing is you may please verify whether product received is right or not by verifying the items serial number here https://checkcoverage.apple.com/in/en/;jsessionid=bw6pW8hBGk9XkCxJMlzFpQSMyhhbGD5qKLbkT2rvLnJyMsXd2CbG!-96533687"
5.0 , 11 December 2015,"Bought this iPhone from cloudtail. It's a great buy. The product came in original packaging and after checking for the warranty online it showed a full one year warranty. The delivery was made before expected time. It was a fab experience overall. If you want to purchase it's a thumbs up for it.."
1.0 , 8 December 2015,"I was purchased my Phone , and when I switch  on of  my phone so no sound came from phone so I was inserted SIM in it and Started the phone and That time I feel the ringer of my iPhone 5s is not working. So I just want to say to Amazon please be maintain your market value to avoid these types of Harassment on New products to your valuable Customers....."
