Rating,Date,Review
3.0 , 18 June 2015,"It could be a little too early to predict, but Revolution 2020 may just go down as Chetan Bhagat’s best work since Five Point Someone. After that sparkling debut in 2004, to me personally his writing had gone down a notch. One night at the Call Centre (2005) had a cop-out climax while 3 Mistakes of my life (2007) had OTT sensibilities and was too ‘filmy’ for me. CB recovered ground with 2 States (2009) by picking an interesting semi auto-biographical account of his own marriage but still the narrative was teetering on melodrama at various plot-points.R2020 is the story about three childhood friends in Varanasi - Aarthi, Raghav and the narrator, Gopal. Gopal has always loved Aarthi but following his debacle in JEE/AIEEE exams and in turn, moving to Kota for coaching, Raghav and Aarthi's relationship blossoms. Gopal fails at the second attempt of engineering exams. Following some dramatic incidents and with the help of a local politician, he starts an engineering college of his own in Varanasi... though with corrupt money and means. Raghav meanwhile chucks his IT-BHU engineering degree to take up journalism and is hell bent on creating a revolution to root out corruption from Varanasi. What follows is an exhilarating tale of power, corruption, love and greed.R2020 takes a contemporary issue of corruption in education, but it happens as a contrived scenario. The "revolution" happens only as an after thought and is not delved sufficiently enough to show how the change can be brought. Sure, it works at an individual level but is it sufficient at a national level? I do not think so. But the author succeeds in showing the ugly side of education in our country where colleges are now run by Sari shop owners, politicians, beedi-makers, anything but the academicians. There is also a strong undercurrent towards the apathy shown by the society towards students who are always judged by the ranks they get in the competitive exams.At its core, the book still remains a triangular love story. The usual CB trademarks are present in this one as well: The quirky one-liners, the oblivious in-jokes, the witty conversations between the couple, the customary sex scene and the jibes at man-woman relationship.The pace is brisk, editing crisp and even though this is Bhagat's longest book, you never feel the narrative dwindling into side-tracks and losing steam. The scenes between Gopal and Aarti are heartwarming: those coffee conversations, those boat rowing scenes near the Varanasi Ghats, those awkward pauses, they all add up in the end. Two scenes stood out for me - one in which Aarti shop around for Gopal before he leaves for Kota and another in which Aarti for the first time confessed how Gopal pushed her "too much" for a relationship. These are well thought off and executed scenes in writing where the exact emotions are unveiled for the characters.Now it may appear i am putting the book on the pedestal which is definitely not the intention. There are certain plot points which left me unsatisfied. There is not even one confrontation scene between Aarti and Raghav, latter of which is never ready to work on the relationship in his passion for the "change" in the society. In fact, the character of Raghav gets minimum footage when it comes to the love story and to me that was the most baffling portion of the book. I also thought the earlier portions of coaching in Kota were too elaborated and did not added up to the central theme, though did added to Gopal's woes and eventually bringing him to the lowest point in life.I believe in the coming days, jury will be out how good or bad CB is, how his literature sucks or rocks and all that jazz. I can even see another movie made on this book. People will keep arguing about the merits of his writing. But in the end, the sales numbers are already out – more than 5 lakh copies had been pre-ordered, which is by far the highest number for any Indian author. As far as R2020 is concerned, the fans of Chetan Bhagat won’t be disappointed at all.Read more reviews at http://loveisalwaysnew.blogspot.in/"
5.0 , 15 December 2015,"this is chetan bhagat's best book after five point someone..was impressed by gopal's decision.."
5.0 , 1 November 2015,"First book which is really awesome, thanks Chetan sir as well amazon.in for faster delivery :)"
3.0 , 24 June 2015,"At starting this book is intersting but i felt bore and lost curiocity it is good book to read"
5.0 , 24 January 2015,"Great novel written by Chetan. Very reasonable price and quick delivery by Amazon. Keep going"
5.0 , 9 June 2016,"Good book to read...."
5.0 , 21 July 2014,"I enjoy reading it. It will make anyone enjoy reading it. I liked the way author has described each and every moment. The reader can feel each moment within it. It will definitely make you read it again and again. :)"
5.0 , 18 March 2015,"As reading is my hobby and this book gives interest to read more editions by chetan bhagat."
5.0 , 9 August 2014,"The Most TWISTED story of CB sir presented with the smell of Banaras...!!! Its a must...!!"
5.0 , 26 October 2013,"i have yet to read this book. but i have read the reviews and it says it is awesome book."
3.0 , 8 January 2016,"The book was good ... But it was a bit slow. I loved the gopal character and it was good"
4.0 , 6 September 2015,"Beautiful novel i love the way its explained by chetan bhagat on time delivery by Amazon"
5.0 , 3 May 2015,"One More Awesome Book from Chetan Bhagat.. :-) Nice...andThank you. . Amazon"
5.0 , 28 March 2015,"It reached before the estimated time.........This is a very good book to read....."
5.0 , 16 February 2015,"This is an excellant novel by Cheetan Bhagat and My one of the best from Cheetan Bhagat"
5.0 , 26 November 2014,"Thanks to Amazon for fastest delivery and as usual Mr chetan Bhagat's book is rocking.."
4.0 , 17 October 2015,"This story was really good and heart ♥ touching. The quality of the book was also good"
5.0 , 17 August 2015,"PERFECT STORY COMBINED  LOVE, POLITICS, CORRUPTION AND FRIENDSHIP. LOVING IT!!!!!!!!!!"
4.0 , 22 September 2015,"It is really good book to read for present generation. Climax is Quiet surprising"
1.0 , 18 April 2015,"Book quality was really bad.. The pages came off the binding in just one reading!"
5.0 , 25 February 2015,"Mr. Chetan Bhagat your always great. The flow what you written is really awesome."
5.0 , 30 November 2015,"This product is good. Good delivery and quality.. And the book is a great story."
5.0 , 18 October 2014,"It's a fantastic novel.Its motivates me a lot,It's must read.....!!"
5.0 , 30 May 2016,"Super awesome and perfect to read.  I love this book very much . . . . . . . ."
3.0 , 19 November 2015,"Only One suggestion from my side is Please enclosed Bookmarks for book items."
4.0 , 29 August 2015,"It can't stay out of my mind , one of the good book I hav read till now ....."
5.0 , 12 August 2015,"Thank u amazon its my second time online shopping I really loved it very much"
5.0 , 11 August 2015,"very nice story as accepted by sir CHETAN BHAGAT's booksI LOVE IT"
3.0 , 15 October 2014,"the product was good but the last 3 pages were torn in the middle about 1 cm."
2.0 , 7 May 2015,"I finished reading this book just because I purchased . Not so interesting.."
5.0 , 12 March 2015,"This is the best book I had ever read of Chetan Bhagat. Perfectly narrated"
5.0 , 16 October 2015,"Amazing story...The plot of the story was awesome  ... A worth Reading..."
5.0 , 19 September 2015,"Excellent Book with unexpected climax. Story that really touch your soul."
4.0 , 29 August 2015,"Gr8 Story about Varanasi friends and love and hat-erred in the air...:)"
5.0 , 23 November 2015,"It's a great novel according to its ending, very touchy &amp; practically."
3.0 , 18 October 2015,"I loves it, but I hate it's ending, Chetan should made a sequel of it."
4.0 , 6 April 2016,"The second best book by Chetan Bhagat after the 3 mistakes of my life"
5.0 , 24 November 2015,"Poor delivery but good quality nd good packing too......at this price"
5.0 , 2 April 2015,"I brought this book from amazon and it was really a very good story."
5.0 , 14 October 2014,"One of the best novel. Its a complete package. Go and grab the copy"
4.0 , 15 May 2015,"good book with the effort of the social concern and responsibility"
5.0 , 11 February 2015,"That was really an heart touching ending.. You are a good person!!"
5.0 , 12 August 2015,"Fast Shipping. Product is original and as described. Good Seller."
5.0 , 17 May 2015,"My wife liked it very much. writing of Chetan bhagat is awesome."
4.0 , 11 November 2014,"Revolution 2020 is amazing ,lot to learn from Mr . Chetan Bhagat"
5.0 , 10 October 2014,"Good....!!!!I'm happy with the service given by Amazon...."
3.0 , 9 March 2015,"Good Book. middle Part is very slow. Ending in bollywood style."
5.0 , 27 April 2014,"Amazon is excellent got it in a day..finished the book in 2 days...coudnt control my tears....all ages will enjoy it"
5.0 , 25 January 2016,"Revolution Twenty20 book is very good and delivery 🚚 is good"
5.0 , 4 August 2015,"Another one great book by chetan bhagat.Awesome story."
5.0 , 4 September 2014,"Awsome looking forward to chetan's new noval half girlfriend"
4.0 , 23 September 2014,"Its a great story however the ending could have been nicer."
1.0 , 29 October 2015,"My god! It was so bad, I stopped reading after five pages!"
5.0 , 2 August 2014,"Good book and very good delivery speed by amazon. love you"
5.0 , 5 September 2015,"Gaining intrest awsome book btw chetan bhagat u are great"
4.0 , 10 December 2015,"Lyk his other stories .. Touchy n time utilised  stuff ."
4.0 , 27 April 2015,"its very nice book than any other book of CHETAN BHAGAT."
4.0 , 4 December 2014,"Good novel,worth reading but it has a little sad ending."
4.0 , 9 November 2014,"nice book .......fast delivery ...i really like it......"
4.0 , 22 September 2014,"Regret-One of the biggest manufacturing defects in human"
4.0 , 29 August 2015,"Awesome Book. Character of Aarthi is Typical 2020 Girl."
5.0 , 14 April 2015,"Awesommeeeeeeeee booooooookkkk..........!!!!!!!!!!!!111"
5.0 , 8 October 2014,"Not Just a Day Dreaming , Ya! I Mean to Say Master Blaster of Novels , Sir Mr. Chetan Bhagat has hit his another stroke for a great Six . This Novel is on the Top of the no. Of Novels I have read till date . As , This Book contains , the story of The Educational City of India i.e Kota where I have spent my life's two year for IIT's Entrance and Even Chetan Bhagat and books character Gopal DiD so it created a memory for me and so , It will do for you ."
4.0 , 19 December 2015,"It is just a story. But at this price product is good."
5.0 , 13 October 2014,"One Love. One Life....!One love for life....!:-)"
5.0 , 24 September 2014,"Became fan of Chetan Bhagat after reading this one...."
5.0 , 26 July 2015,"Love, sex, justice, corruption, ambition, practical siciaty , money, friendship, regret,  everything it is.. It made me think of more ... It reads me .. I slept ... Had tea... Spent night, day and Good evenings even midnights, cried, laughed, stunned  with it... Aarti I LOVE YOU BABE ... &lt;3 more often I love you raghav and gopal THE BLOODY GOPAL THE GOPAL WHO IS MY INSPIRATION.. At the end I came to know what life is.. the real one"
5.0 , 28 October 2014,"it is the best novel from all books of chetan bhagat."
4.0 , 10 September 2014,"Its a wonderful story. Written with good expressions."
5.0 , 17 May 2015,"When I read it . I feel emotional.. I like so much.."
5.0 , 28 February 2015,"fab.. not a word to explain it.. just read &amp; enjoy.."
5.0 , 18 September 2014,"Really this novel is gr8 for every student or lovers"
5.0 , 16 August 2014,"Ohk here,s the great book by chetan sir.Nice to read"
4.0 , 24 January 2015,"Good novel. The climax could have been much better."
5.0 , 19 November 2015,"Awesome book...... Excellent delivery by Amazon..."
5.0 , 19 December 2014,"love u chetan sir,the story is just heart touching"
5.0 , 27 November 2014,"Feeling bad for Madhav! You are the real Hero man."
4.0 , 15 March 2015,"Very nice book. Like to read it a lot. Its superb"
4.0 , 6 October 2014,"Chetan bhagat superb narration of a simple story."
5.0 , 13 October 2014,"My first novel which i read in my life and that too a perfect one..Seriously this story has bring tears in my eyes..Gopal was a really a good person..he has sacrificed his love..raghav and aarti too are amazing character.Atlast,Chetan Bhagat is best for novels...now i has read all his novels and this novel 3 times...Grand Salute to Chetan Bhagat and to all his novels.."
4.0 , 11 December 2015,"A great book about passion, love and real life."
5.0 , 26 February 2015,"THE BOOK IS VERY GOOD LIKE OTHER CHETAN BHAGATS."
5.0 , 29 January 2015,"Chetan bhagat always at its best nice love story"
5.0 , 22 November 2014,"Awesome... nice story.. I really loved it......."
4.0 , 25 September 2014,"the delivery was amazing and as well as the book"
4.0 , 10 June 2016,"timepass reading ....nice plot for hindi serial"
5.0 , 25 April 2016,"Very good book. And service by amazon was great"
5.0 , 1 December 2015,"Good book and received in good packed condition"
4.0 , 23 February 2015,"its very true story,,I realy enjoy this story,,"
5.0 , 15 October 2014,"Real i love this book &amp; will read once again..."
4.0 , 13 December 2014,"Good novel. Finished it in one go. I loved it."
5.0 , 13 October 2014,"Very Interesting one...Everyone will love it.."
5.0 , 17 March 2016,"Amazing discounts and super fast delivery 👍."
5.0 , 12 April 2016,"That's good story about love, corruption and"
2.0 , 26 October 2014,"It is good for time pass but not insightful."
3.0 , 11 August 2014,"Great one..no need to say more about Chetan."
5.0 , 14 October 2015,"It is excellent book in chetan bhagat books"
5.0 , 11 July 2015,"every chapter of this book is interesting.."
1.0 , 26 June 2015,"Bulls***!!! Even worst than half girlfriend"
1.0 , 1 February 2015,"it very boring bookless than one star"
5.0 , 3 September 2014,"really awasoooooom book ,everyone must read"
3.0 , 30 January 2016,"It is the same line (twisted love story).."
5.0 , 9 April 2016,"Nice one"
5.0 , 18 December 2015,"Very Inspiring and Entertaining Fiction."
5.0 , 10 March 2015,"I love this book....  Awesome Love story"
5.0 , 25 December 2013,"I've read all the series of Chetan bhagat.Five point someone was my first book which I like it and after that I started reading all his series and this was the best book among his series.From starting till end the enthusiasm remains the same.Good one and would recommend it."
4.0 , 24 March 2016,"Once again nice book by Chetan Bhagat."
5.0 , 13 October 2014,"awesome book....really i loved it....."
5.0 , 15 January 2016,"By far the best book in love stories."
5.0 , 13 January 2016,"Yet another good book by Chetan sir!"
5.0 , 2 October 2015,"its very nice....especially climax.."
1.0 , 26 June 2015,"i dint feel like reading this one..."
5.0 , 12 May 2015,"veryy well writing....chetan is best"
3.0 , 11 June 2016,"A tipical Chetan stuff too dramatic"
5.0 , 17 March 2016,"Great book, good deal. Love amazon."
5.0 , 13 November 2015,"this book contain good story in it."
4.0 , 20 May 2015,"It's a gud book for reading at once"
5.0 , 11 January 2015,"Far better than half gf...go for it"
5.0 , 27 April 2015,"Amazing story...Loved it ;-)"
5.0 , 22 April 2015,"Another best seller book by Chetan"
5.0 , 30 November 2014,"loved the book great line of drama"
5.0 , 15 November 2014,"This book everybody should read..!"
4.0 , 8 November 2014,"Good but a bit of over imagination"
4.0 , 2 October 2015,"Good book. And very fast delivery"
4.0 , 26 April 2015,"Awesome &amp; heart touching story..."
4.0 , 22 August 2015,"Chetan's usual style of writing."
5.0 , 28 April 2015,"Superb...book one must read it.."
5.0 , 27 November 2015,"very good book, good delivery,,"
5.0 , 2 November 2015,"Best book. Every one must read."
5.0 , 8 March 2015,"Owsome book nd amazon.........."
3.0 , 3 January 2015,"its a good story ,a movie kind."
2.0 , 13 May 2014,"The story is not that great as is its hype being created of chetan bhagat,The book is on the best seller list just because of Over hyped chetan bhagat,but is not worth a read,spend money at your own risk."
5.0 , 9 January 2016,"Awesome one...touched again..."
5.0 , 1 November 2015,"Nyc story....... Best deal...."
4.0 , 12 June 2013,"Honestly, this book would be better as a movie rather than a novel. Lengthy and somewhat mixed-masala writing. I guess the famous author is writing books for movie-adaptations these days!!!"
4.0 , 17 January 2016,"Ds dh h kg zxhdcvnmnxgbzvfxzz"
4.0 , 11 December 2015,"One of the best one ever read"
5.0 , 13 November 2015,"Awesome Work by Chetan Bhagat"
4.0 , 6 June 2015,"Ending is superb, rest is ok!"
3.0 , 19 February 2015,"Nice one...but not bestest..."
4.0 , 16 January 2015,"Good story with worst climax"
2.0 , 11 November 2014,"Not worth buying, it's crap."
5.0 , 7 August 2014,"awesome novelmust read"
5.0 , 21 November 2015,"Superb Heart Touching Story"
5.0 , 4 November 2015,"nice book by chetan bhagat."
4.0 , 22 August 2015,"Good story outline and plot"
5.0 , 8 April 2015,"Ahh...again a good story..."
5.0 , 1 March 2015,"intresting book. i lovedit."
5.0 , 23 February 2015,"Amazing. It touch my soul.."
4.0 , 30 May 2016,"Superb Interpretation....."
3.0 , 16 December 2015,"okay, for a one time read."
1.0 , 7 November 2015,"It's a badly written book."
5.0 , 6 November 2015,"Awesome to read a CB bomb."
5.0 , 4 May 2015,"nice book by indian author"
5.0 , 10 November 2014,"This is the best novel!!!!"
3.0 , 24 December 2015,"Same old bhagat story. .."
4.0 , 3 October 2015,"Thrilled by last 50 pages"
4.0 , 16 September 2014,"Very heart touching story"
5.0 , 29 September 2015,"One of the best novel..."
5.0 , 6 September 2015,"Best book i ve ever read"
5.0 , 21 March 2015,"It is a very good book!!"
4.0 , 25 January 2015,"Good read full time pass"
5.0 , 11 November 2014,"IT'S ALL ABOUT YOUNSTERS"
3.0 , 27 June 2015,"Again good one by cb..."
5.0 , 3 December 2013,"U will love thse book if ur heart broken lover,,, it also tells u dat degree lene se kuch ni hota.. Dimag bhi hona chahiye... Like it."
1.0 , 21 December 2013,"never waste sleepy nights and think that this book can change your life...its useless and strongly unreccommended for indian students"
5.0 , 29 May 2015,"just like the story!!!"
1.0 , 6 October 2014,"Its a full time waste."
5.0 , 23 March 2016,"good an i loved it..."
3.0 , 5 August 2015,"Good... of revenge..."
4.0 , 23 April 2015,"good for a light read"
5.0 , 12 November 2014,"Nice story touching.."
1.0 , 5 November 2015,"Hi ! everyone, I am kaushik sagi a thorough reader of chetan novels. The part which I like most is his sarcastic way of expressing a scene.Speaking about this novel, it is a distress screenplay written by Chetan with a sad ending.After reading this novel I felt pity for the character Gopal Mishra who had a tragic side from start to end. Gopal loved towards Aarti made him drove mad but he intentionally is not a psycho. If Aarti has understood the love of Gopal there would be a beautiful ending. Whatever case it turns to be, Aarti should have tied a knot with Gopal instead of Raghav. It is the worst novel and disaster novel I read in my life.....please do not read and spoil your mood..."
4.0 , 2 March 2015,"Nice one.The best work of chetan Bhagat after 2 states.It has got all the masalas for a perfect novel."
4.0 , 30 November 2015,"Perfect for a movie,"
5.0 , 15 February 2015,"nice product,,,....."
5.0 , 3 February 2016,"Fully satisfaction."
5.0 , 14 December 2015,"heart touching book"
5.0 , 13 April 2015,"its a nice book :-)"
5.0 , 19 August 2014,"It's complicated..."
2.0 , 7 January 2016,"Excellent products"
2.0 , 10 August 2015,"Not up to the mark"
5.0 , 11 April 2015,"I love this book.."
5.0 , 14 February 2015,"Brilliant story..."
4.0 , 12 February 2015,"awesome book by CB"
4.0 , 2 October 2014,"Language is lucid."
5.0 , 24 March 2016,"Great story line."
5.0 , 22 October 2015,"Gajabb bookk haii"
4.0 , 31 May 2015,"Excellent book..."
5.0 , 10 March 2015,"Best Book forever"
2.0 , 26 March 2015,"To call this a novel itself is a blow to reputed writers ,I wonder how come chetan bagat is considered as " Most celebrated writer" in India.stupid Bollywood masala story is better than this, Its high time that chetan should reconsider to join a new job, consider this as a request never take that pen if you are going to underestimate the acumen of Indian readers. Mr.author Indian youth have enough masala in the Bollywood which is not what we expect in the literary works of a "celebrated writer""
5.0 , 20 May 2016,"I loved it a lot"
5.0 , 11 January 2016,"Worth to read ut"
5.0 , 9 January 2016,"I love this book"
5.0 , 1 October 2015,"Thanks. Good one"
5.0 , 25 July 2015,"ENJOYED THE PLOT"
5.0 , 1 February 2015,"it's a nice book"
5.0 , 24 January 2015,"Superbbbbb novel"
5.0 , 20 December 2014,"Very nice story!"
5.0 , 30 October 2014,"Amazing........."
5.0 , 13 November 2014,"A great love story. Every young Indian must read it.I read first novel of Chetan Bhagat a great writter. Language is easy and some lines are awesome as like in kota at a coaching center "ve log ese ghoom rahe the mano space m Koi settelite launch karne ja rahe ho"But a lack of paragraphs in book dialogues are in big quantity. Pages are nice bounding is low class.but I am a fan of love story. So overall its a great book thanks chetan and amazon....... Amit Jhorar Nathor 8930066177"
4.0 , 19 May 2016,"Good time pass."
5.0 , 22 February 2016,"Lovely story .."
5.0 , 17 March 2015,"Its greatt.!!!!"
5.0 , 15 October 2014,"Amazing ...!!!!"
5.0 , 20 October 2015,"nice storyline"
5.0 , 15 September 2015,"Awesome book.."
5.0 , 25 May 2015,"Wonderful book"
5.0 , 9 May 2015,"Excellent work"
5.0 , 7 April 2015,"Great story!!!"
4.0 , 9 February 2015,"Very good book"
5.0 , 25 January 2015,"Very nice book"
5.0 , 24 December 2014,"Awesome book ."
5.0 , 9 November 2014,"awesome book.."
5.0 , 1 November 2014,"100 out of 101"
5.0 , 12 October 2014,"Excellent book"
5.0 , 13 September 2015,"Just love it!"
5.0 , 10 June 2015,"Awesome 5star"
2.0 , 4 September 2014,"full filmy !!"
5.0 , 8 December 2014,"Superb book from CB. Best love story I have ever came across"
4.0 , 11 February 2016,"GOOD PRODUCT"
1.0 , 22 November 2015,"worst deal ."
5.0 , 23 September 2015,"Great work!!"
5.0 , 18 September 2015,"Awesome book"
5.0 , 13 June 2015,"Just Awesome"
5.0 , 10 June 2015,"great roduct"
3.0 , 2 March 2015,"Its very ok!"
5.0 , 6 October 2014,"Good....!!!!"
5.0 , 10 August 2015,"Revolution 2020 is the best title one can give to this type of book. What an awesome piece of work by Mr. Chetan! He included almost everything that was required for this story. I loved how the transitions were made depending upon various situations; and when it comes to the last line- It was really touching!Keep up the great work chetan sir...:)"
3.0 , 30 July 2014,"its good ,,but the ending made me fall sick it jus sucked me out of my expectations ..i expectd a lot more MR.CHETAN BHAGAT i hate that charACter raghav at last u made gopal single again ....i want a phsylogical thriller from  you hope so it would be published soon :) 90 % of book is awesome just u made the climax sick ...."
5.0 , 16 February 2016,"Speachless."
5.0 , 17 January 2016,"Sexy book!!"
4.0 , 3 January 2016,"Nice Story."
4.0 , 25 April 2015,"Nice......."
3.0 , 25 April 2015,"Slick one.."
5.0 , 11 March 2015,"Nice book.."
3.0 , 2 February 2015,"Nice story."
5.0 , 11 December 2014,"Great book."
5.0 , 12 November 2014,"Nice Book!!"
5.0 , 11 November 2014,"NIce story."
5.0 , 2 March 2016,"Nice book."
4.0 , 6 November 2015,"Good book."
5.0 , 28 October 2015,"great book"
5.0 , 15 September 2015,"BEST OF CB"
2.0 , 24 May 2015,"Time waste"
3.0 , 15 May 2015,"OKKK OKKKK"
5.0 , 11 April 2015,"Nice story"
5.0 , 23 December 2014,"Nice book."
5.0 , 9 November 2014,"👍👍👍👍👍"
4.0 , 15 October 2014,"good story"
4.0 , 27 January 2015,"Good book, but the end was so emotional"
5.0 , 11 February 2015,"The Book- Excellent. Really gets you involved and the narration is at its best (you would know that if u read any chetan bhagats books). The best book written by him i feel.Delivery- Best. Packed really well, delivered at time n in excellent condition."
3.0 , 2 April 2016,"Good book"
4.0 , 23 January 2016,"Nice book"
5.0 , 23 December 2015,"excellent"
5.0 , 17 December 2015,"excellent"
5.0 , 28 October 2015,"excellent"
5.0 , 19 October 2015,"Satisfied"
5.0 , 9 October 2015,"very good"
5.0 , 7 October 2015,"Good one."
5.0 , 15 September 2015,"Marvelous"
3.0 , 1 September 2015,"very nice"
5.0 , 15 August 2015,"Nice book"
4.0 , 13 August 2015,"nice book"
5.0 , 26 June 2015,"Nice book"
5.0 , 10 June 2015,"excellent"
5.0 , 8 June 2015,"i love it"
5.0 , 28 March 2015,"very nice"
5.0 , 25 February 2015,"GOOD BOOK"
5.0 , 30 September 2014,"nice book"
5.0 , 23 September 2014,"Excellent"
5.0 , 17 September 2014,"Good book"
3.0 , 4 May 2015,"Not a great story; a standard Indian, ambitious(!) youth becoming rich and take advantage of his love.And how corrupt politicians play a part in making the youth corrupt.you can read along, not the sort that you want to read cover to cover in one go."
3.0 , 3 July 2014,"आप समय के कुछ बिंदु पर किसी से प्यार किया जाना चाहिए और निश्चित रूप से इस पुस्तक के लिए अपने जीवन की अपनी मीठी यादों को छूने होगा इस किताब को पढ़ने के लिए और इस दुनिया में वहाँ अपने दिल after.Everyone के बहुत करीब हो जाएगा प्यार होता."
5.0 , 16 June 2016,"Ultimate"
5.0 , 30 October 2015,"Good one"
5.0 , 5 July 2015,"Good one"
4.0 , 8 May 2015,"its good"
4.0 , 17 November 2014,"Good One"
4.0 , 5 September 2014,"I would say Chetan Bhagat is the master of indian contemporary fiction novels.....This one has everything... Needs to be trimmed a little but overall a great one about love, ambition and corruption in India..."
5.0 , 17 August 2014,"The dilevery of amazon was awesome. the book no words to say. awesome gopal is good person great book from chetan bhagat i love this book a great love story. i would recommend every one to buy."
5.0 , 5 April 2016,"Awesome"
4.0 , 16 December 2015,"like it"
4.0 , 16 October 2015,"like it"
5.0 , 5 September 2015,"Awesome"
5.0 , 29 August 2015,"Awsm 👍"
5.0 , 17 June 2015,"awesome"
5.0 , 11 April 2015,"Fine..."
5.0 , 9 November 2014,"like it"
5.0 , 29 October 2014,"Awesome"
4.0 , 19 August 2013,"awesome book. I read all books of chetan bhagat. He is really good at writing. Very impressed with this book. This one is not as impressive as three mistakes of my life but not bad either."
3.0 , 25 February 2016,"Nice.."
1.0 , 7 October 2015,"Boring"
1.0 , 23 August 2015,"It's a boring stuff.Chetan bhagat always write nonsense.I paid 50  bucks even then I m not satisfied with this book."
3.0 , 2 November 2015,"Good."
4.0 , 2 November 2015,"good."
5.0 , 5 November 2014,"Good."
5.0 , 7 October 2014,"badia"
1.0 , 14 April 2015,"Its made ne didgusting... u would always provide a bookmark with it... but this time... u didnt provide..."
1.0 , 28 October 2014,"This book contains bad printing quality. Lots of empty pages . I am not able to read it. Pls exchange it"
5.0 , 18 May 2016,"Good"
4.0 , 11 May 2016,"Good"
4.0 , 26 April 2016,"Good"
5.0 , 20 April 2016,"good"
4.0 , 6 January 2016,"good"
3.0 , 10 December 2015,"good"
4.0 , 16 November 2015,"Nice"
5.0 , 4 November 2015,"good"
4.0 , 28 October 2015,"Nice"
5.0 , 6 September 2015,"Good"
5.0 , 30 August 2015,"Good"
3.0 , 19 August 2015,"good"
4.0 , 28 July 2015,"Good"
4.0 , 5 July 2015,"Good"
5.0 , 20 June 2015,"nice"
3.0 , 11 June 2015,"Good"
5.0 , 27 May 2015,"good"
4.0 , 22 May 2015,"Good"
4.0 , 21 May 2015,"good"
4.0 , 2 May 2015,"Good"
5.0 , 24 March 2015,"GOOD"
4.0 , 10 March 2015,"good"
5.0 , 27 February 2015,"nice"
5.0 , 14 February 2015,"Good"
4.0 , 10 February 2015,"Good"
4.0 , 2 February 2015,"good"
4.0 , 2 September 2014,"Nice"
5.0 , 25 January 2016,"Good book,. Worth a read. "Luck (aarthi )vs money (gopal) vs integrity (Raghav)"."
5.0 , 5 January 2015,"good book"
5.0 , 5 April 2016,"Lovely romantic story to persue someone's love...hats off to chetan bhagat.."
5.0 , 19 October 2015,"Gud"
5.0 , 13 August 2015,"ok."
5.0 , 1 April 2015,":-)"
5.0 , 23 February 2015,"gud"
5.0 , 20 February 2016,"Very good purchasing prize n interesting to read"
1.0 , 5 August 2014,"Sorry but this one is a big letdown for chetan' readers.....the story in monotonous n d concept is lukewarm..."
5.0 , 8 April 2015,":)"
4.0 , 19 March 2015,"Ok"
3.0 , 18 September 2014,"Ok"
1.0 , 8 December 2014,"Don't be satisfied  by the cover page."
1.0 , 28 January 2016,"Chetan Bhagat is just a non sensical writer. His books are totally meant for readers with no sense of knowledge or of books.. I read this book to see how good is this writer and on preference from my friends....I have read many books.. Great books.....not so good books but this is the worstThere is no storyline,  utter non sense at all points and you call it a novel... A revolution indeed..... Having a good grammer does not mean you become a writer Mr. Chetan BhagatPs.  Chetan Bhagat you cant write a book......Just leave this sector of writing alone"
2.0 , 6 January 2014,"I read it when i was very small....Its a love story which doesnt has much senseI also usually dont like india authors i have read all chetan's booksand i an giving it two stars coz i liked the ending....Ending was nice .....and yessss this was my first novel which i read completely...."
5.0 , 20 January 2015,"Excellent book,"
5.0 , 6 November 2014,"My fav..."
4.0 , 7 January 2015,"its good"
2.0 , 1 October 2014,"hfvkvk"
4.0 , 21 December 2014,"Good."
5.0 , 24 November 2015,"awsm"
4.0 , 19 January 2015,"good"
5.0 , 11 May 2016,"Awesome book"
